"#","00_IDENTIFICADOR DE L'ALUMNE/A","01_NOM","02_DATA NAIXEMENT","03_RESPONSABLE 1","04_TELÃˆFON RESP. 1","05_MÃ’BIL RESP. 1","06_ADREÃ‡A ELECTR. RESP. 1","07_RESPONSABLE 2","08_TELÃˆFON RESP. 2","09_MÃ’BIL RESP. 2","10_ADREÃ‡A ELECTR. RESP. 2","11_ADREÃ‡A","12_LOCALITAT","13_CORREU ELECTRÃ’NIC","14_ALTRES TELÃˆFONS","15_CENTRE PROCEDÃˆNCIA","16_GRUPSCLASSE"
"1","53246367199","Vila Espinosa, Xavier","14/09/1991","Flores Calderon, Lucía","+34 XXXXXXX","+34 XXXXXXX","c/ del General Adriana Ibañez Miguel","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","lucia@mailintaor.com","c/ de l'aviador Adriana Ibañez Miguel","L'Armentera","xavier@mailintaor.com","","La Salle","ESO2A"
"1","64547792687","Arias Valverde, Miquel","12/10/1992","Miralles Luque, Leo","+34 XXXXXXX","+34 XXXXXXX","c/ del General Dídac Mendoza Lazaro","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","leo@mailintaor.com","c/ de l'aviador Dídac Mendoza Lazaro","L'Armentera","miquel@mailintaor.com","","La Salle","ESO2A"
"1","75703051420","Puig Marin, Arnau","13/10/1992","Carrasco Aparicio, Judith","+34 XXXXXXX","+34 XXXXXXX","c/ del General Nil Segura Padilla","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","judith@mailintaor.com","c/ de l'aviador Nil Segura Padilla","L'Armentera","arnau@mailintaor.com","","La Salle","ESO2A"
"1","59752117483","Parra Miralles, Naia","15/05/1997","Casanova Espinosa, Axel","+34 XXXXXXX","+34 XXXXXXX","c/ del General Álvaro Espinosa Cruz","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","axel@mailintaor.com","c/ de l'aviador Álvaro Espinosa Cruz","L'Armentera","naia@mailintaor.com","","La Salle","ESO2A"
"1","28530077752","Delgado Valls, Bruno","01/05/1999","Iglesias Soria, Nora","+34 XXXXXXX","+34 XXXXXXX","c/ del General Ian Torrent Blanch","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","nora@mailintaor.com","c/ de l'aviador Ian Torrent Blanch","L'Armentera","bruno@mailintaor.com","","La Salle","ESO2A"
"1","26046074236","Ribas Nieto, Xavi","06/10/1996","Espinosa Ruiz, Alejandro","+34 XXXXXXX","+34 XXXXXXX","c/ del General Sara Redondo Muñoz","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","alejandro@mailintaor.com","c/ de l'aviador Sara Redondo Muñoz","L'Armentera","xavi@mailintaor.com","","La Salle","ESO2A"
"1","87858737470","Leon Aranda, Max","22/05/1997","Pla Moreno, Martí","+34 XXXXXXX","+34 XXXXXXX","c/ del General Álvaro Carrera Palau","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","marti@mailintaor.com","c/ de l'aviador Álvaro Carrera Palau","L'Armentera","max@mailintaor.com","","La Salle","ESO2B"
"1","29080208017","Marcos Murillo, Carlos","31/05/1998","Sola Busquets, Max","+34 XXXXXXX","+34 XXXXXXX","c/ del General Marina Casanova Santamaria","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","max@mailintaor.com","c/ de l'aviador Marina Casanova Santamaria","L'Armentera","carlos@mailintaor.com","","La Salle","ESO2B"
"1","61442293469","Calvo Bernal, Ariadna","28/11/1992","Velasco Camps, Valentina","+34 XXXXXXX","+34 XXXXXXX","c/ del General Inés Busquets Jimenez","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","valentina@mailintaor.com","c/ de l'aviador Inés Busquets Jimenez","L'Armentera","ariadna@mailintaor.com","","La Salle","ESO2B"
"1","76560591870","Ponce Cruz, Abril","29/12/1997","Jimenez Montes, Alba","+34 XXXXXXX","+34 XXXXXXX","c/ del General Marta Borras Vazquez","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","alba@mailintaor.com","c/ de l'aviador Marta Borras Vazquez","L'Armentera","abril@mailintaor.com","","La Salle","ESO2B"
"1","82243600124","Cortes Ruiz, Marwa","17/06/1993","Iglesias Mendoza, Carlos","+34 XXXXXXX","+34 XXXXXXX","c/ del General Carlos Santiago Piñol","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","carlos@mailintaor.com","c/ de l'aviador Carlos Santiago Piñol","L'Armentera","marwa@mailintaor.com","","La Salle","ESO2B"
"1","13986910022","Piñol Domenech, Mar","01/11/1994","Valle Peña, Bruna","+34 XXXXXXX","+34 XXXXXXX","c/ del General Biel Paredes Santamaria","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","bruna@mailintaor.com","c/ de l'aviador Biel Paredes Santamaria","L'Armentera","mar@mailintaor.com","","La Salle","ESO2B"
"1","42420481319","Lozano Ros, Alba","21/07/1996","Mendez Ferrer, Pau","+34 XXXXXXX","+34 XXXXXXX","c/ del General Jordi Mesa Morales","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","pau@mailintaor.com","c/ de l'aviador Jordi Mesa Morales","L'Armentera","alba@mailintaor.com","","La Salle","ESO2B"
"1","18569400313","Montes Royo, Xavier","28/09/1994","Martin Blanch, Sergio","+34 XXXXXXX","+34 XXXXXXX","c/ del General Alexandra Casas Sole","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","sergio@mailintaor.com","c/ de l'aviador Alexandra Casas Sole","L'Armentera","xavier@mailintaor.com","","La Salle","ESO2B"
"1","72962506464","Aguilera Calderon, Alejandro","14/06/1994","Delgado Andreu, Albert","+34 XXXXXXX","+34 XXXXXXX","c/ del General Elena Casas Carrera","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","albert@mailintaor.com","c/ de l'aviador Elena Casas Carrera","L'Armentera","alejandro@mailintaor.com","","La Salle","ESO2B"
"1","34563505559","Luque Oliver, Naiara","20/03/1999","Lozano Mora, Iris","+34 XXXXXXX","+34 XXXXXXX","c/ del General Isaac Luna Piñol","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","iris@mailintaor.com","c/ de l'aviador Isaac Luna Piñol","L'Armentera","naiara@mailintaor.com","","La Salle","ESO2B"
"1","34079108348","Rosell Casas, Daniel","10/01/1993","Gallardo Rios, Jana","+34 XXXXXXX","+34 XXXXXXX","c/ del General Marina Casado Morales","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","jana@mailintaor.com","c/ de l'aviador Marina Casado Morales","L'Armentera","daniel@mailintaor.com","","La Salle","ESO2B"
"1","59129953019","Garrido Pons, Arnau","03/02/1991","Iglesias Asensio, Irene","+34 XXXXXXX","+34 XXXXXXX","c/ del General Ferran Castaño Soria","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","irene@mailintaor.com","c/ de l'aviador Ferran Castaño Soria","L'Armentera","arnau@mailintaor.com","","La Salle","ESO2B"
"1","87247715897","Plaza Carreras, Nora","24/07/1998","Galvez Carrasco, Ona","+34 XXXXXXX","+34 XXXXXXX","c/ del General Gabriel Santos Carbonell","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","ona@mailintaor.com","c/ de l'aviador Gabriel Santos Carbonell","L'Armentera","nora@mailintaor.com","","La Salle","ESO2B"
"1","42349509604","Pascual Lorente, Adrián","23/07/1996","Rius Delgado, Ariadna","+34 XXXXXXX","+34 XXXXXXX","c/ del General Adam Bermudez Marquez","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","ariadna@mailintaor.com","c/ de l'aviador Adam Bermudez Marquez","L'Armentera","adrian@mailintaor.com","","La Salle","ESO2B"
"1","94022578737","Colomer Benito, Malak","05/12/1994","Valle Vazquez, Berta","+34 XXXXXXX","+34 XXXXXXX","c/ del General Antonio Merino Suarez","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","berta@mailintaor.com","c/ de l'aviador Antonio Merino Suarez","L'Armentera","malak@mailintaor.com","","La Salle","ESO2B"
"1","82592628514","Roldan Fuentes, Helena","25/12/1997","Vargas Casals, Joan","+34 XXXXXXX","+34 XXXXXXX","c/ del General Nerea Cortes Dalmau","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","joan@mailintaor.com","c/ de l'aviador Nerea Cortes Dalmau","L'Armentera","helena@mailintaor.com","","La Salle","ESO2B"
"1","99309646979","Pujol Heredia, Alan","03/08/1993","Galindo Pujol, Helena","+34 XXXXXXX","+34 XXXXXXX","c/ del General Nerea Farre Ortega","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","helena@mailintaor.com","c/ de l'aviador Nerea Farre Ortega","L'Armentera","alan@mailintaor.com","","La Salle","ESO2B"
"1","47995248562","Camacho Sola, Marina","12/04/1990","Villar Soria, Leo","+34 XXXXXXX","+34 XXXXXXX","c/ del General Lluc Miralles Ferre","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","leo@mailintaor.com","c/ de l'aviador Lluc Miralles Ferre","L'Armentera","marina@mailintaor.com","","La Salle","ESO2B"
"1","55521558061","Arroyo Capdevila, Martina","07/05/1992","Ortega Mora, Elsa","+34 XXXXXXX","+34 XXXXXXX","c/ del General Irene Miguel Gonzalez","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","elsa@mailintaor.com","c/ de l'aviador Irene Miguel Gonzalez","L'Armentera","martina@mailintaor.com","","La Salle","ESO2B"
"1","96873189742","Rubio Coll, Nil","23/03/1990","Mateu Maldonado, Samuel","+34 XXXXXXX","+34 XXXXXXX","c/ del General Sara Mendoza Castaño","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","samuel@mailintaor.com","c/ de l'aviador Sara Mendoza Castaño","L'Armentera","nil@mailintaor.com","","La Salle","ESO3A"
"1","73002536818","Casals Carbonell, Naia","17/09/1992","Capdevila Diez, Lola","+34 XXXXXXX","+34 XXXXXXX","c/ del General Judit Espinosa Pla","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","lola@mailintaor.com","c/ de l'aviador Judit Espinosa Pla","L'Armentera","naia@mailintaor.com","","La Salle","ESO3A"
"1","59805851207","Pascual Franco, Leyre","20/03/1990","Luna Prieto, Ariadna","+34 XXXXXXX","+34 XXXXXXX","c/ del General Marcos Robles Mora","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","ariadna@mailintaor.com","c/ de l'aviador Marcos Robles Mora","L'Armentera","leyre@mailintaor.com","","La Salle","ESO3A"
"1","62156265336","Rivera Valverde, Biel","06/01/1992","Marcos Andreu, Andrea","+34 XXXXXXX","+34 XXXXXXX","c/ del General Iris Vila Zamora","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","andrea@mailintaor.com","c/ de l'aviador Iris Vila Zamora","L'Armentera","biel@mailintaor.com","","La Salle","ESO3A"
"1","37457778575","Lorente Cabello, Marina","28/10/1997","Reina Campos, Joel","+34 XXXXXXX","+34 XXXXXXX","c/ del General Aitana Marin Roca","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","joel@mailintaor.com","c/ de l'aviador Aitana Marin Roca","L'Armentera","marina@mailintaor.com","","La Salle","ESO3A"
"1","57918536990","Acosta Luna, Anna","05/07/1992","Gallego Rodriguez, Joana","+34 XXXXXXX","+34 XXXXXXX","c/ del General Joan Mir Molina","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","joana@mailintaor.com","c/ de l'aviador Joan Mir Molina","L'Armentera","anna@mailintaor.com","","La Salle","ESO3A"
"1","96986073440","Cardenas Ruiz, Javier","06/02/1995","Camacho Oliver, Noa","+34 XXXXXXX","+34 XXXXXXX","c/ del General Iker Vazquez Soler","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","noa@mailintaor.com","c/ de l'aviador Iker Vazquez Soler","L'Armentera","javier@mailintaor.com","","La Salle","ESO3A"
"1","89002204266","Nadal Vidal, Erik","11/08/1999","Pujol Soriano, Abril","+34 XXXXXXX","+34 XXXXXXX","c/ del General Eloi Esteban Ramon","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","abril@mailintaor.com","c/ de l'aviador Eloi Esteban Ramon","L'Armentera","erik@mailintaor.com","","La Salle","ESO3A"
"1","95484246555","Carreras Ramos, Alba","30/12/1999","Valverde Duran, Adam","+34 XXXXXXX","+34 XXXXXXX","c/ del General Max Galan Cano","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","adam@mailintaor.com","c/ de l'aviador Max Galan Cano","L'Armentera","alba@mailintaor.com","","La Salle","ESO3A"
"1","39548404226","Escobar Maldonado, Hugo","07/02/1999","Juan Peña, Ainara","+34 XXXXXXX","+34 XXXXXXX","c/ del General Marta Cuevas Dominguez","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","ainara@mailintaor.com","c/ de l'aviador Marta Cuevas Dominguez","L'Armentera","hugo@mailintaor.com","","La Salle","ESO3A"
"1","96171216171","Lara Soriano, Helena","10/04/1999","Castro Velasco, Pau","+34 XXXXXXX","+34 XXXXXXX","c/ del General Naiara Ribera Marquez","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","pau@mailintaor.com","c/ de l'aviador Naiara Ribera Marquez","L'Armentera","helena@mailintaor.com","","La Salle","ESO3A"
"1","46187356096","Pages Borras, Xavier","06/06/1996","Bravo Serrano, Andrea","+34 XXXXXXX","+34 XXXXXXX","c/ del General Max Mesa Nieto","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","andrea@mailintaor.com","c/ de l'aviador Max Mesa Nieto","L'Armentera","xavier@mailintaor.com","","La Salle","ESO3A"
"1","37629633031","Carrillo Aguilera, Naiara","05/11/1994","Esteve Miro, Lluc","+34 XXXXXXX","+34 XXXXXXX","c/ del General Berta Ortega Suarez","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","lluc@mailintaor.com","c/ de l'aviador Berta Ortega Suarez","L'Armentera","naiara@mailintaor.com","","La Salle","ESO3A"
"1","18257488319","Alonso Benito, Erik","31/12/1999","Hurtado Silva, Iris","+34 XXXXXXX","+34 XXXXXXX","c/ del General Ayman Carrasco Guillen","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","iris@mailintaor.com","c/ de l'aviador Ayman Carrasco Guillen","L'Armentera","erik@mailintaor.com","","La Salle","ESO3A"
"1","96270835940","Villar Oliver, Aina","03/12/1992","Palacios Riera, Jan","+34 XXXXXXX","+34 XXXXXXX","c/ del General Arnau Rius Romero","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","jan@mailintaor.com","c/ de l'aviador Arnau Rius Romero","L'Armentera","aina@mailintaor.com","","La Salle","ESO3A"
"1","89205698635","Delgado Capdevila, Antonio","16/04/1991","Muñoz Padilla, Hugo","+34 XXXXXXX","+34 XXXXXXX","c/ del General Ferran Colomer Cuevas","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","hugo@mailintaor.com","c/ de l'aviador Ferran Colomer Cuevas","L'Armentera","antonio@mailintaor.com","","La Salle","ESO3A"
"1","83628415254","Piñol Carrillo, Aitor","17/10/1997","Cardona Gracia, Queralt","+34 XXXXXXX","+34 XXXXXXX","c/ del General Ayman Codina Cabello","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","queralt@mailintaor.com","c/ de l'aviador Ayman Codina Cabello","L'Armentera","aitor@mailintaor.com","","La Salle","ESO3A"
"1","76347160908","Montoya Busquets, Carlota","13/10/1996","Fernandez Herrero, Martí","+34 XXXXXXX","+34 XXXXXXX","c/ del General Marina Singh Camps","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","marti@mailintaor.com","c/ de l'aviador Marina Singh Camps","L'Armentera","carlota@mailintaor.com","","La Salle","ESO3A"
"1","46655363605","Herrera Miralles, Leyre","25/12/1992","Mora Hidalgo, Carlos","+34 XXXXXXX","+34 XXXXXXX","c/ del General Malak Pardo Coll","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","carlos@mailintaor.com","c/ de l'aviador Malak Pardo Coll","L'Armentera","leyre@mailintaor.com","","La Salle","ESO3A"
"1","71984384504","Sans Robles, Daniel","26/09/1995","Rico Prieto, Gerard","+34 XXXXXXX","+34 XXXXXXX","c/ del General Pol Prieto Blanch","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","gerard@mailintaor.com","c/ de l'aviador Pol Prieto Blanch","L'Armentera","daniel@mailintaor.com","","La Salle","ESO3A"
"1","54952871770","Alarcon Cabello, Carla","28/11/1999","Ribera Guerrero, Jaume","+34 XXXXXXX","+34 XXXXXXX","c/ del General Abril Roldan Medina","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","jaume@mailintaor.com","c/ de l'aviador Abril Roldan Medina","L'Armentera","carla@mailintaor.com","","La Salle","ESO3A"
"1","50880701478","Cano Navarro, Sergio","24/06/1991","Ferre Ribas, Oriol","+34 XXXXXXX","+34 XXXXXXX","c/ del General Marc Santiago Esteban","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","oriol@mailintaor.com","c/ de l'aviador Marc Santiago Esteban","L'Armentera","sergio@mailintaor.com","","La Salle","ESO3A"
"1","16585776054","Suarez Valle, Abril","02/01/1996","Heredia Cano, Eloi","+34 XXXXXXX","+34 XXXXXXX","c/ del General Carla Lorente Medina","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","eloi@mailintaor.com","c/ de l'aviador Carla Lorente Medina","L'Armentera","abril@mailintaor.com","","La Salle","ESO3A"
"1","68304099742","Escudero Velasco, Eloi","02/08/1998","Santiago Casals, Álvaro","+34 XXXXXXX","+34 XXXXXXX","c/ del General Ian Villar Roldan","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","alvaro@mailintaor.com","c/ de l'aviador Ian Villar Roldan","L'Armentera","eloi@mailintaor.com","","La Salle","ESO3B"
"1","60257104716","Caballero Vila, Bernat","01/12/1998","Miralles Jurado, Quim","+34 XXXXXXX","+34 XXXXXXX","c/ del General Marta Duran Palau","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","quim@mailintaor.com","c/ de l'aviador Marta Duran Palau","L'Armentera","bernat@mailintaor.com","","La Salle","ESO3B"
"1","18103068463","Capdevila Busquets, David","09/07/1990","Nadal Salvador, Jordi","+34 XXXXXXX","+34 XXXXXXX","c/ del General Izan Vazquez Robles","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","jordi@mailintaor.com","c/ de l'aviador Izan Vazquez Robles","L'Armentera","david@mailintaor.com","","La Salle","ESO3B"
"1","99938274677","Esteve Exposito, David","12/05/1999","Rovira Prats, Pau","+34 XXXXXXX","+34 XXXXXXX","c/ del General Dídac Sole Vargas","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","pau@mailintaor.com","c/ de l'aviador Dídac Sole Vargas","L'Armentera","david@mailintaor.com","","La Salle","ESO3B"
"1","79966844473","Vazquez Salas, Ismael","18/10/1997","Redondo Jimenez, Carlos","+34 XXXXXXX","+34 XXXXXXX","c/ del General Bernat Domingo Delgado","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","carlos@mailintaor.com","c/ de l'aviador Bernat Domingo Delgado","L'Armentera","ismael@mailintaor.com","","La Salle","ESO3B"
"1","34455271192","Grau Carbonell, Erik","30/03/1990","Singh Acosta, Lluc","+34 XXXXXXX","+34 XXXXXXX","c/ del General Javier Jurado Rosell","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","lluc@mailintaor.com","c/ de l'aviador Javier Jurado Rosell","L'Armentera","erik@mailintaor.com","","La Salle","ESO3B"
"1","34025538136","Millan Llorens, Judit","02/03/1991","Casado Vazquez, Lucía","+34 XXXXXXX","+34 XXXXXXX","c/ del General Eloi Heredia Amaya","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","lucia@mailintaor.com","c/ de l'aviador Eloi Heredia Amaya","L'Armentera","judit@mailintaor.com","","La Salle","ESO3B"
"1","31309788528","Cabrera Carrillo, Martina","10/12/1997","Asensio Casas, Aina","+34 XXXXXXX","+34 XXXXXXX","c/ del General Naia Contreras Casado","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","aina@mailintaor.com","c/ de l'aviador Naia Contreras Casado","L'Armentera","martina@mailintaor.com","","La Salle","ESO3B"
"1","87841455149","Grau Requena, Inés","26/07/1995","Molina Cuevas, Arnau","+34 XXXXXXX","+34 XXXXXXX","c/ del General Malak Torres Gimenez","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","arnau@mailintaor.com","c/ de l'aviador Malak Torres Gimenez","L'Armentera","ines@mailintaor.com","","La Salle","ESO3B"
"1","87460569654","Reyes Valles, Dídac","23/08/1993","Arias Prats, Berta","+34 XXXXXXX","+34 XXXXXXX","c/ del General Judith Roig Merino","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","berta@mailintaor.com","c/ de l'aviador Judith Roig Merino","L'Armentera","didac@mailintaor.com","","La Salle","ESO3B"
"1","27640403431","Marco Ferre, Helena","01/11/1992","Escobar Avila, Ainara","+34 XXXXXXX","+34 XXXXXXX","c/ del General Joel Murillo Farre","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","ainara@mailintaor.com","c/ de l'aviador Joel Murillo Farre","L'Armentera","helena@mailintaor.com","","La Salle","ESO3B"
"1","77491835858","Coll Gallardo, Víctor","22/05/1994","Saez Miro, Iker","+34 XXXXXXX","+34 XXXXXXX","c/ del General Joana Camacho Hurtado","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","iker@mailintaor.com","c/ de l'aviador Joana Camacho Hurtado","L'Armentera","victor@mailintaor.com","","La Salle","ESO3B"
"1","27998968116","Roig Lopez, Arlet","15/11/1996","Benitez Pallares, Leo","+34 XXXXXXX","+34 XXXXXXX","c/ del General Elsa Asensio Estrada","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","leo@mailintaor.com","c/ de l'aviador Elsa Asensio Estrada","L'Armentera","arlet@mailintaor.com","","La Salle","ESO3B"
"1","85304864724","Colomer Requena, Joan","17/04/1995","Serra Santiago, Marwa","+34 XXXXXXX","+34 XXXXXXX","c/ del General Erik Aparicio Dalmau","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","marwa@mailintaor.com","c/ de l'aviador Erik Aparicio Dalmau","L'Armentera","joan@mailintaor.com","","La Salle","ESO3B"
"1","17441393226","Soriano Ribas, Nerea","15/05/1993","Navas Montero, Ian","+34 XXXXXXX","+34 XXXXXXX","c/ del General Dídac Cardenas Rueda","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","ian@mailintaor.com","c/ de l'aviador Dídac Cardenas Rueda","L'Armentera","nerea@mailintaor.com","","La Salle","ESO3B"
"1","57051360451","Navas Vega, Ian","16/11/1993","Cortes Valles, Salma","+34 XXXXXXX","+34 XXXXXXX","c/ del General Adrián Ros Rius","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","salma@mailintaor.com","c/ de l'aviador Adrián Ros Rius","L'Armentera","ian@mailintaor.com","","La Salle","CFI1A"
"1","76529174005","Farre Serrano, Naia","30/08/1990","Medina Pallares, Roger","+34 XXXXXXX","+34 XXXXXXX","c/ del General Cristina Gonzalez Ponce","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","roger@mailintaor.com","c/ de l'aviador Cristina Gonzalez Ponce","L'Armentera","naia@mailintaor.com","","La Salle","CFI1A"
"1","30865787438","Beltran Juan, Lucía","16/10/1992","Domenech Crespo, Mireia","+34 XXXXXXX","+34 XXXXXXX","c/ del General Miguel Roman Cuenca","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","mireia@mailintaor.com","c/ de l'aviador Miguel Roman Cuenca","L'Armentera","lucia@mailintaor.com","","La Salle","CFI1A"
"1","37657423176","Amaya Bermudez, Nerea","23/07/1999","Prat Segura, Guillem","+34 XXXXXXX","+34 XXXXXXX","c/ del General Izan Cortes Requena","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","guillem@mailintaor.com","c/ de l'aviador Izan Cortes Requena","L'Armentera","nerea@mailintaor.com","","La Salle","CFI1A"
"1","74784715598","Bonet Camacho, Roger","01/09/1992","Navas Gil, Jan","+34 XXXXXXX","+34 XXXXXXX","c/ del General Ivet Reyes Garrido","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","jan@mailintaor.com","c/ de l'aviador Ivet Reyes Garrido","L'Armentera","roger@mailintaor.com","","La Salle","CFI1A"
"1","80994410918","Cardona Romero, Adriana","05/04/1994","Benito Colomer, Mireia","+34 XXXXXXX","+34 XXXXXXX","c/ del General Sergio Salazar Pons","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","mireia@mailintaor.com","c/ de l'aviador Sergio Salazar Pons","L'Armentera","adriana@mailintaor.com","","La Salle","CFI1A"
"1","19467237614","Ortega Lara, Albert","16/10/1994","Campos Miguel, Bruno","+34 XXXXXXX","+34 XXXXXXX","c/ del General Jana Pastor Roldan","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","bruno@mailintaor.com","c/ de l'aviador Jana Pastor Roldan","L'Armentera","albert@mailintaor.com","","La Salle","CFI1A"
"1","58290605417","Beltran Millan, Jordi","03/08/1998","Padilla Sole, Nil","+34 XXXXXXX","+34 XXXXXXX","c/ del General Paula Ramon Alba","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","nil@mailintaor.com","c/ de l'aviador Paula Ramon Alba","L'Armentera","jordi@mailintaor.com","","La Salle","CFI1A"
"1","75664648239","Muñoz Pallares, Rayan","14/12/1991","Morales Acosta, Pol","+34 XXXXXXX","+34 XXXXXXX","c/ del General Martina Vidal Ordoñez","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","pol@mailintaor.com","c/ de l'aviador Martina Vidal Ordoñez","L'Armentera","rayan@mailintaor.com","","La Salle","CFI1A"
"1","27985620443","Montero Valle, Marc","08/07/1991","Soriano Palau, Inés","+34 XXXXXXX","+34 XXXXXXX","c/ del General Gerard Cuenca Rivas","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","ines@mailintaor.com","c/ de l'aviador Gerard Cuenca Rivas","L'Armentera","marc@mailintaor.com","","La Salle","CFI1A"
"1","81657844997","Benitez Pastor, Nora","12/12/1995","Guerra Caballero, Gisela","+34 XXXXXXX","+34 XXXXXXX","c/ del General Paula Crespo Dominguez","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","gisela@mailintaor.com","c/ de l'aviador Paula Crespo Dominguez","L'Armentera","nora@mailintaor.com","","La Salle","CFI1A"
"1","74530439029","Sala Marquez, Ana","03/01/1991","Miranda Pages, Adam","+34 XXXXXXX","+34 XXXXXXX","c/ del General Antonio Capdevila Robles","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","adam@mailintaor.com","c/ de l'aviador Antonio Capdevila Robles","L'Armentera","ana@mailintaor.com","","La Salle","CFI1A"
