"#","00_IDENTIFICADOR DE L'ALUMNE/A","01_NOM","02_DATA NAIXEMENT","03_RESPONSABLE 1","04_TELÈFON RESP. 1","05_MÒBIL RESP. 1","06_ADREÇA ELECTR. RESP. 1","07_RESPONSABLE 2","08_TELÈFON RESP. 2","09_MÒBIL RESP. 2","10_ADREÇA ELECTR. RESP. 2","11_ADREÇA","12_LOCALITAT","13_MUNICIPI","14_CORREU ELECTRÒNIC","15_ALTRES TELÈFONS","16_CENTRE PROCEDÈNCIA","17_GRUPSCLASSE","18_DOC. IDENTITAT","19_CP","23_PARENTIU RESP. 1","24_DOC. IDENTITAT RESP. 1","25_ADREÇA RESP. 1","26_LOCALITAT RESP. 1","27_MUNICIPI RESP. 1","28_CP RESP. 1","29_PARENTIU RESP. 2","30_DOC. IDENTITAT RESP. 2","31_ADREÇA RESP. 2","32_LOCALITAT RESP. 2","33_MUNICIPI RESP. 2","34_CP RESP. 2"
"1","54539653174","Carmona Saez, Arlet","04/10/2011","Sole Bueno, Aleix","+34 XXXXXXX","+34 XXXXXXX","aleix@mailintaor.com","Farre Lazaro, Judit","+34 XXXXZZZZ","+34 XXXXLLL","judit@mailintaor.com","c/ de l'aviador Judit Farre Lazaro","L'Armentera","Albanyà","arlet@mailintaor.com","+34 XXXXYZZY","La Salle","ESO1C","72820843G","39487","Mare","73543224R","c/ de l'aviador Judit Farre Lazaro","L'Armentera","Albanyà","59492","Pare","70992353A","c/ de l'aviador Judit Farre Lazaro","L'Armentera","Albanyà","56444"
"1","55990106093","Cano Rey, Martí","31/12/2008","Valero Alcaraz, Martina","+34 XXXXXXX","+34 XXXXXXX","martina@mailintaor.com","Codina Salazar, Naia","+34 XXXXZZZZ","+34 XXXXLLL","naia@mailintaor.com","c/ de l'aviador Naia Codina Salazar","L'Armentera","Albanyà","marti@mailintaor.com","+34 XXXXYZZY","La Salle","ESO1C","71689710R","27426","Mare","77762376A","c/ de l'aviador Naia Codina Salazar","L'Armentera","Albanyà","24759","Mare","72970344M","c/ de l'aviador Naia Codina Salazar","L'Armentera","Albanyà","05657"
"1","67877280479","Cardenas Nadal, Joana","22/04/2009","Vazquez Sans, Gerard","+34 XXXXXXX","+34 XXXXXXX","gerard@mailintaor.com","Ramon Ordoñez, Ismael","+34 XXXXZZZZ","+34 XXXXLLL","ismael@mailintaor.com","c/ de l'aviador Ismael Ramon Ordoñez","L'Armentera","Albanyà","joana@mailintaor.com","+34 XXXXYZZY","La Salle","ESO1C","78125932R","85227","Pare","76381326P","c/ de l'aviador Ismael Ramon Ordoñez","L'Armentera","Albanyà","63226","Mare","72048438F","c/ de l'aviador Ismael Ramon Ordoñez","L'Armentera","Albanyà","98260"
"1","62577345886","Beltran Camacho, Álvaro","02/01/2005","Fernandez Castells, Andrea","+34 XXXXXXX","+34 XXXXXXX","andrea@mailintaor.com","Fuentes Millan, Adrià","+34 XXXXZZZZ","+34 XXXXLLL","adria@mailintaor.com","c/ de l'aviador Adrià Fuentes Millan","L'Armentera","Albanyà","alvaro@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2A","75562267R","12505","Pare","78131225A","c/ de l'aviador Adrià Fuentes Millan","L'Armentera","Albanyà","51258","Pare","72800861A","c/ de l'aviador Adrià Fuentes Millan","L'Armentera","Albanyà","40933"
"1","28052027984","Redondo Esteve, Mariona","18/11/2009","Amaya Mesa, David","+34 XXXXXXX","+34 XXXXXXX","david@mailintaor.com","Serra Estrada, Adrián","+34 XXXXZZZZ","+34 XXXXLLL","adrian@mailintaor.com","c/ de l'aviador Adrián Serra Estrada","L'Armentera","Albanyà","mariona@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2A","78473215W","24271","Pare","75335466B","c/ de l'aviador Adrián Serra Estrada","L'Armentera","Albanyà","01632","Pare","78181785Y","c/ de l'aviador Adrián Serra Estrada","L'Armentera","Albanyà","19955"
"1","84228064902","Contreras Ribas, Laia","22/08/2007","Pallares Casanovas, Eloi","+34 XXXXXXX","+34 XXXXXXX","eloi@mailintaor.com","Peña Garrido, Jaume","+34 XXXXZZZZ","+34 XXXXLLL","jaume@mailintaor.com","c/ de l'aviador Jaume Peña Garrido","L'Armentera","Albanyà","laia@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2A","74786816T","38898","Pare","72397095G","c/ de l'aviador Jaume Peña Garrido","L'Armentera","Albanyà","24797","Mare","76737701R","c/ de l'aviador Jaume Peña Garrido","L'Armentera","Albanyà","69187"
"1","76663827000","Luque Ortiz, Daniela","22/05/2005","Marco Vives, Alan","+34 XXXXXXX","+34 XXXXXXX","alan@mailintaor.com","Perez Ortega, Hugo","+34 XXXXZZZZ","+34 XXXXLLL","hugo@mailintaor.com","c/ de l'aviador Hugo Perez Ortega","L'Armentera","Albanyà","daniela@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2A","72061264W","35570","Pare","77890712A","c/ de l'aviador Hugo Perez Ortega","L'Armentera","Albanyà","73539","Pare","70181780Y","c/ de l'aviador Hugo Perez Ortega","L'Armentera","Albanyà","19835"
"1","12542772250","Barrera Carmona, Izan","30/09/2010","Soler Maldonado, Ismael","+34 XXXXXXX","+34 XXXXXXX","ismael@mailintaor.com","Lopez Maldonado, Alba","+34 XXXXZZZZ","+34 XXXXLLL","alba@mailintaor.com","c/ de l'aviador Alba Lopez Maldonado","L'Armentera","Albanyà","izan@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2A","70678655P","66276","Pare","73224495Y","c/ de l'aviador Alba Lopez Maldonado","L'Armentera","Albanyà","12947","Mare","70796249G","c/ de l'aviador Alba Lopez Maldonado","L'Armentera","Albanyà","45330"
"1","12448723318","Casado Pereira, José","08/06/2006","Cuevas Roldan, Xavier","+34 XXXXXXX","+34 XXXXXXX","xavier@mailintaor.com","Gil Bermudez, Berta","+34 XXXXZZZZ","+34 XXXXLLL","berta@mailintaor.com","c/ de l'aviador Berta Gil Bermudez","L'Armentera","Albanyà","jose@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2A","70217280A","64911","Pare","76412609T","c/ de l'aviador Berta Gil Bermudez","L'Armentera","Albanyà","02037","Mare","79872895B","c/ de l'aviador Berta Gil Bermudez","L'Armentera","Albanyà","19220"
"1","10442174978","Santiago Jimenez, Leo","27/07/2008","Duran Sole, Arlet","+34 XXXXXXX","+34 XXXXXXX","arlet@mailintaor.com","Martos Viñas, Axel","+34 XXXXZZZZ","+34 XXXXLLL","axel@mailintaor.com","c/ de l'aviador Axel Martos Viñas","L'Armentera","Albanyà","leo@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2A","76959128N","76755","Pare","74779616W","c/ de l'aviador Axel Martos Viñas","L'Armentera","Albanyà","18193","Pare","79955889T","c/ de l'aviador Axel Martos Viñas","L'Armentera","Albanyà","78146"
"1","15939790065","Roca Fuentes, Ivet","28/12/2011","Lopez Abad, Isaac","+34 XXXXXXX","+34 XXXXXXX","isaac@mailintaor.com","Lopez Escobar, Inés","+34 XXXXZZZZ","+34 XXXXLLL","ines@mailintaor.com","c/ de l'aviador Inés Lopez Escobar","L'Armentera","Albanyà","ivet@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2A","79468988R","06543","Mare","79912001T","c/ de l'aviador Inés Lopez Escobar","L'Armentera","Albanyà","07169","Mare","74700361P","c/ de l'aviador Inés Lopez Escobar","L'Armentera","Albanyà","55606"
"1","56308043755","Navas Castaño, Anna","09/11/2005","Castells Nadal, Erik","+34 XXXXXXX","+34 XXXXXXX","erik@mailintaor.com","Ferrer Sierra, Jordi","+34 XXXXZZZZ","+34 XXXXLLL","jordi@mailintaor.com","c/ de l'aviador Jordi Ferrer Sierra","L'Armentera","Albanyà","anna@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2A","78115041G","01244","Pare","79571909R","c/ de l'aviador Jordi Ferrer Sierra","L'Armentera","Albanyà","46942","Mare","74612674Y","c/ de l'aviador Jordi Ferrer Sierra","L'Armentera","Albanyà","51364"
"1","96829338656","Millan Domenech, Iker","24/05/2011","Santiago Carreras, José","+34 XXXXXXX","+34 XXXXXXX","jose@mailintaor.com","Iglesias Cardenas, Ismael","+34 XXXXZZZZ","+34 XXXXLLL","ismael@mailintaor.com","c/ de l'aviador Ismael Iglesias Cardenas","L'Armentera","Albanyà","iker@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2A","72273557M","53940","Mare","73787616Y","c/ de l'aviador Ismael Iglesias Cardenas","L'Armentera","Albanyà","02377","Pare","78309148P","c/ de l'aviador Ismael Iglesias Cardenas","L'Armentera","Albanyà","67162"
"1","80470777921","Espinosa Serra, Marc","17/06/2012","Ramirez Cano, Arlet","+34 XXXXXXX","+34 XXXXXXX","arlet@mailintaor.com","Sanchez Casanova, Marcos","+34 XXXXZZZZ","+34 XXXXLLL","marcos@mailintaor.com","c/ de l'aviador Marcos Sanchez Casanova","L'Armentera","Albanyà","marc@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2A","76948355A","82186","Mare","75886930W","c/ de l'aviador Marcos Sanchez Casanova","L'Armentera","Albanyà","53792","Pare","77154542X","c/ de l'aviador Marcos Sanchez Casanova","L'Armentera","Albanyà","68340"
"1","56696644923","Millan Galan, Naiara","25/03/2007","Caballero Marco, Eva","+34 XXXXXXX","+34 XXXXXXX","eva@mailintaor.com","Requena Franco, Mario","+34 XXXXZZZZ","+34 XXXXLLL","mario@mailintaor.com","c/ de l'aviador Mario Requena Franco","L'Armentera","Albanyà","naiara@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2A","78179248G","10319","Mare","78344079P","c/ de l'aviador Mario Requena Franco","L'Armentera","Albanyà","17920","Mare","72674879G","c/ de l'aviador Mario Requena Franco","L'Armentera","Albanyà","64009"
"1","80789376933","Pages Costa, Nora","05/08/2010","Rovira Cardenas, Ismael","+34 XXXXXXX","+34 XXXXXXX","ismael@mailintaor.com","Ponce Lazaro, Daniel","+34 XXXXZZZZ","+34 XXXXLLL","daniel@mailintaor.com","c/ de l'aviador Daniel Ponce Lazaro","L'Armentera","Albanyà","nora@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2A","74911890R","99226","Mare","78513903T","c/ de l'aviador Daniel Ponce Lazaro","L'Armentera","Albanyà","20153","Pare","76325726D","c/ de l'aviador Daniel Ponce Lazaro","L'Armentera","Albanyà","25255"
"1","90778167587","Badia Gracia, Carlota","04/06/2012","Moreno Rubio, Leo","+34 XXXXXXX","+34 XXXXXXX","leo@mailintaor.com","Casanovas Robles, Guillem","+34 XXXXZZZZ","+34 XXXXLLL","guillem@mailintaor.com","c/ de l'aviador Guillem Casanovas Robles","L'Armentera","Albanyà","carlota@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2A","72781494Y","59958","Pare","74114256P","c/ de l'aviador Guillem Casanovas Robles","L'Armentera","Albanyà","44084","Pare","71965856R","c/ de l'aviador Guillem Casanovas Robles","L'Armentera","Albanyà","01261"
"1","60805655536","Benitez Flores, Rayan","08/03/2009","Viñas Miranda, Hugo","+34 XXXXXXX","+34 XXXXXXX","hugo@mailintaor.com","Carrillo Luna, Miguel","+34 XXXXZZZZ","+34 XXXXLLL","miguel@mailintaor.com","c/ de l'aviador Miguel Carrillo Luna","L'Armentera","Albanyà","rayan@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2A","72618853P","17945","Pare","79366340R","c/ de l'aviador Miguel Carrillo Luna","L'Armentera","Albanyà","22469","Mare","76226535P","c/ de l'aviador Miguel Carrillo Luna","L'Armentera","Albanyà","93786"
"1","44657334507","Rojas Marcos, Martí","07/07/2012","Figueras Vazquez, Naiara","+34 XXXXXXX","+34 XXXXXXX","naiara@mailintaor.com","Hernandez Miralles, Marc","+34 XXXXZZZZ","+34 XXXXLLL","marc@mailintaor.com","c/ de l'aviador Marc Hernandez Miralles","L'Armentera","Albanyà","marti@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2A","75200337G","49317","Pare","75126254P","c/ de l'aviador Marc Hernandez Miralles","L'Armentera","Albanyà","79881","Mare","78837756X","c/ de l'aviador Marc Hernandez Miralles","L'Armentera","Albanyà","43126"
"1","76351814636","Lozano Espinosa, Lluc","15/07/2005","Galan Contreras, Adrián","+34 XXXXXXX","+34 XXXXXXX","adrian@mailintaor.com","Gutierrez Viñas, Marwa","+34 XXXXZZZZ","+34 XXXXLLL","marwa@mailintaor.com","c/ de l'aviador Marwa Gutierrez Viñas","L'Armentera","Albanyà","lluc@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2A","74988454P","47468","Mare","73236277X","c/ de l'aviador Marwa Gutierrez Viñas","L'Armentera","Albanyà","93213","Mare","72923212B","c/ de l'aviador Marwa Gutierrez Viñas","L'Armentera","Albanyà","40101"
"1","33482630380","Marin Zamora, Nerea","13/07/2009","Flores Cortes, Gisela","+34 XXXXXXX","+34 XXXXXXX","gisela@mailintaor.com","Comas Farre, Roc","+34 XXXXZZZZ","+34 XXXXLLL","roc@mailintaor.com","c/ de l'aviador Roc Comas Farre","L'Armentera","Albanyà","nerea@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2A","71010452Y","78022","Mare","77729980A","c/ de l'aviador Roc Comas Farre","L'Armentera","Albanyà","65950","Mare","73179378N","c/ de l'aviador Roc Comas Farre","L'Armentera","Albanyà","87859"
"1","46387856985","Acosta Amaya, Jan","06/10/2008","Gutierrez Aguilar, Alejandro","+34 XXXXXXX","+34 XXXXXXX","alejandro@mailintaor.com","Pacheco Galan, Aitor","+34 XXXXZZZZ","+34 XXXXLLL","aitor@mailintaor.com","c/ de l'aviador Aitor Pacheco Galan","L'Armentera","Albanyà","jan@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2A","76252602X","45894","Mare","70731956D","c/ de l'aviador Aitor Pacheco Galan","L'Armentera","Albanyà","56366","Pare","75369698R","c/ de l'aviador Aitor Pacheco Galan","L'Armentera","Albanyà","36265"
"1","64408133236","Gutierrez Herrera, Alan","29/05/2007","Rovira Carbonell, Unai","+34 XXXXXXX","+34 XXXXXXX","unai@mailintaor.com","Castro Llorens, Roc","+34 XXXXZZZZ","+34 XXXXLLL","roc@mailintaor.com","c/ de l'aviador Roc Castro Llorens","L'Armentera","Albanyà","alan@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2A","74869560N","90374","Mare","71937106F","c/ de l'aviador Roc Castro Llorens","L'Armentera","Albanyà","90539","Pare","72882826A","c/ de l'aviador Roc Castro Llorens","L'Armentera","Albanyà","77936"
"1","41313889944","Casas Mir, Ferran","06/07/2006","Exposito Camacho, Erik","+34 XXXXXXX","+34 XXXXXXX","erik@mailintaor.com","Exposito Suarez, Ainara","+34 XXXXZZZZ","+34 XXXXLLL","ainara@mailintaor.com","c/ de l'aviador Ainara Exposito Suarez","L'Armentera","Albanyà","ferran@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2A","77187643T","90875","Mare","78460111W","c/ de l'aviador Ainara Exposito Suarez","L'Armentera","Albanyà","75792","Mare","79777630X","c/ de l'aviador Ainara Exposito Suarez","L'Armentera","Albanyà","15977"
"1","41286325245","Hidalgo Mateu, Xavier","07/03/2006","Fuentes Arias, Joan","+34 XXXXXXX","+34 XXXXXXX","joan@mailintaor.com","Bravo Costa, Izan","+34 XXXXZZZZ","+34 XXXXLLL","izan@mailintaor.com","c/ de l'aviador Izan Bravo Costa","L'Armentera","Albanyà","xavier@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2A","74897704B","25005","Mare","73061949N","c/ de l'aviador Izan Bravo Costa","L'Armentera","Albanyà","05701","Mare","70208213X","c/ de l'aviador Izan Bravo Costa","L'Armentera","Albanyà","88392"
"1","73162481720","Borras Abad, Nil","13/03/2008","Delgado Comas, Leo","+34 XXXXXXX","+34 XXXXXXX","leo@mailintaor.com","Maldonado Mora, Mohamed","+34 XXXXZZZZ","+34 XXXXLLL","mohamed@mailintaor.com","c/ de l'aviador Mohamed Maldonado Mora","L'Armentera","Albanyà","nil@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2A","75404496B","34225","Pare","71394428R","c/ de l'aviador Mohamed Maldonado Mora","L'Armentera","Albanyà","13211","Mare","71573485D","c/ de l'aviador Mohamed Maldonado Mora","L'Armentera","Albanyà","35291"
"1","72164886684","Grau Jurado, Quim","10/08/2012","Lara Navas, Aina","+34 XXXXXXX","+34 XXXXXXX","aina@mailintaor.com","Murillo Garriga, Jordi","+34 XXXXZZZZ","+34 XXXXLLL","jordi@mailintaor.com","c/ de l'aviador Jordi Murillo Garriga","L'Armentera","Albanyà","quim@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2A","78921174F","27331","Pare","74549380D","c/ de l'aviador Jordi Murillo Garriga","L'Armentera","Albanyà","32896","Mare","74147332N","c/ de l'aviador Jordi Murillo Garriga","L'Armentera","Albanyà","47216"
"1","77452417462","Zamora Flores, Adrià","16/10/2009","Ros Sala, Helena","+34 XXXXXXX","+34 XXXXXXX","helena@mailintaor.com","Alonso Izquierdo, Berta","+34 XXXXZZZZ","+34 XXXXLLL","berta@mailintaor.com","c/ de l'aviador Berta Alonso Izquierdo","L'Armentera","Albanyà","adria@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2B","72626930N","99682","Mare","76213242R","c/ de l'aviador Berta Alonso Izquierdo","L'Armentera","Albanyà","93030","Mare","73952373R","c/ de l'aviador Berta Alonso Izquierdo","L'Armentera","Albanyà","29295"
"1","99867423981","Heredia Hidalgo, Pol","19/05/2011","Prat Sanchez, Bruna","+34 XXXXXXX","+34 XXXXXXX","bruna@mailintaor.com","Lazaro Palacios, Iris","+34 XXXXZZZZ","+34 XXXXLLL","iris@mailintaor.com","c/ de l'aviador Iris Lazaro Palacios","L'Armentera","Albanyà","pol@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2B","79915263N","70673","Mare","74843049P","c/ de l'aviador Iris Lazaro Palacios","L'Armentera","Albanyà","73935","Mare","71353057D","c/ de l'aviador Iris Lazaro Palacios","L'Armentera","Albanyà","18900"
"1","41136299263","Escudero Gonzalez, Salma","05/09/2005","Caballero Sala, Ainhoa","+34 XXXXXXX","+34 XXXXXXX","ainhoa@mailintaor.com","Miralles Guerra, Roc","+34 XXXXZZZZ","+34 XXXXLLL","roc@mailintaor.com","c/ de l'aviador Roc Miralles Guerra","L'Armentera","Albanyà","salma@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2B","73717541R","16986","Pare","71027490R","c/ de l'aviador Roc Miralles Guerra","L'Armentera","Albanyà","61780","Mare","78150085T","c/ de l'aviador Roc Miralles Guerra","L'Armentera","Albanyà","15993"
"1","90727495324","Quesada Montoya, Lucas","13/10/2011","Pereira Bautista, Cristina","+34 XXXXXXX","+34 XXXXXXX","cristina@mailintaor.com","Peña Morales, Carlota","+34 XXXXZZZZ","+34 XXXXLLL","carlota@mailintaor.com","c/ de l'aviador Carlota Peña Morales","L'Armentera","Albanyà","lucas@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2B","72058903F","94149","Pare","70453550B","c/ de l'aviador Carlota Peña Morales","L'Armentera","Albanyà","74038","Pare","74303857G","c/ de l'aviador Carlota Peña Morales","L'Armentera","Albanyà","44377"
"1","36938687451","Gallardo Roman, Quim","23/09/2007","Carrera Santos, Martí","+34 XXXXXXX","+34 XXXXXXX","marti@mailintaor.com","Lazaro Hidalgo, Ferran","+34 XXXXZZZZ","+34 XXXXLLL","ferran@mailintaor.com","c/ de l'aviador Ferran Lazaro Hidalgo","L'Armentera","Albanyà","quim@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2B","77775586M","47546","Pare","74864087N","c/ de l'aviador Ferran Lazaro Hidalgo","L'Armentera","Albanyà","77013","Mare","72431527N","c/ de l'aviador Ferran Lazaro Hidalgo","L'Armentera","Albanyà","18575"
"1","99915208439","Lorenzo Carmona, Miquel","08/04/2009","Comas Soto, Quim","+34 XXXXXXX","+34 XXXXXXX","quim@mailintaor.com","Pallares Ponce, Adrián","+34 XXXXZZZZ","+34 XXXXLLL","adrian@mailintaor.com","c/ de l'aviador Adrián Pallares Ponce","L'Armentera","Albanyà","miquel@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2B","79280276X","98975","Mare","73429585P","c/ de l'aviador Adrián Pallares Ponce","L'Armentera","Albanyà","94748","Mare","78193480R","c/ de l'aviador Adrián Pallares Ponce","L'Armentera","Albanyà","60764"
"1","12420874304","Planas Amaya, Marc","06/02/2005","Franco Vidal, Naia","+34 XXXXXXX","+34 XXXXXXX","naia@mailintaor.com","Lorenzo Domingo, Aitor","+34 XXXXZZZZ","+34 XXXXLLL","aitor@mailintaor.com","c/ de l'aviador Aitor Lorenzo Domingo","L'Armentera","Albanyà","marc@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2B","76659204B","77223","Pare","75886930W","c/ de l'aviador Aitor Lorenzo Domingo","L'Armentera","Albanyà","07089","Pare","73101315R","c/ de l'aviador Aitor Lorenzo Domingo","L'Armentera","Albanyà","33563"
"1","90884616861","Abad Bosch, Berta","01/10/2007","Salvador Guzman, Iker","+34 XXXXXXX","+34 XXXXXXX","iker@mailintaor.com","Abad Vargas, Sara","+34 XXXXZZZZ","+34 XXXXLLL","sara@mailintaor.com","c/ de l'aviador Sara Abad Vargas","L'Armentera","Albanyà","berta@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2B","78483467X","79910","Pare","70786045M","c/ de l'aviador Sara Abad Vargas","L'Armentera","Albanyà","03999","Pare","75612719T","c/ de l'aviador Sara Abad Vargas","L'Armentera","Albanyà","03838"
"1","86731820652","Valles Castells, Inés","17/09/2009","Gallego Bosch, Berta","+34 XXXXXXX","+34 XXXXXXX","berta@mailintaor.com","Serrano Bertran, Mario","+34 XXXXZZZZ","+34 XXXXLLL","mario@mailintaor.com","c/ de l'aviador Mario Serrano Bertran","L'Armentera","Albanyà","ines@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2B","77793098Y","78746","Mare","78089912G","c/ de l'aviador Mario Serrano Bertran","L'Armentera","Albanyà","46463","Mare","77045517A","c/ de l'aviador Mario Serrano Bertran","L'Armentera","Albanyà","43223"
"1","58992161910","Colomer Redondo, Marc","02/08/2007","Mendez Campos, Oriol","+34 XXXXXXX","+34 XXXXXXX","oriol@mailintaor.com","Farre Navas, Gisela","+34 XXXXZZZZ","+34 XXXXLLL","gisela@mailintaor.com","c/ de l'aviador Gisela Farre Navas","L'Armentera","Albanyà","marc@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2B","71936773N","11809","Mare","75369698R","c/ de l'aviador Gisela Farre Navas","L'Armentera","Albanyà","81925","Mare","73970717W","c/ de l'aviador Gisela Farre Navas","L'Armentera","Albanyà","41479"
"1","66574798655","Rubio Asensio, Ainara","23/03/2007","Gil Marti, Ariadna","+34 XXXXXXX","+34 XXXXXXX","ariadna@mailintaor.com","Juan Jimenez, Mariona","+34 XXXXZZZZ","+34 XXXXLLL","mariona@mailintaor.com","c/ de l'aviador Mariona Juan Jimenez","L'Armentera","Albanyà","ainara@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2B","76187085T","02302","Mare","79480637W","c/ de l'aviador Mariona Juan Jimenez","L'Armentera","Albanyà","27215","Mare","70583555A","c/ de l'aviador Mariona Juan Jimenez","L'Armentera","Albanyà","50576"
"1","35102572179","Bonet Linares, Jan","18/07/2011","Ibañez Leon, Eloi","+34 XXXXXXX","+34 XXXXXXX","eloi@mailintaor.com","Singh Nadal, Daniela","+34 XXXXZZZZ","+34 XXXXLLL","daniela@mailintaor.com","c/ de l'aviador Daniela Singh Nadal","L'Armentera","Albanyà","jan@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2B","77678781B","49420","Pare","77966513R","c/ de l'aviador Daniela Singh Nadal","L'Armentera","Albanyà","33089","Pare","73236277X","c/ de l'aviador Daniela Singh Nadal","L'Armentera","Albanyà","20052"
"1","33964933178","Salas Casanovas, Oriol","22/03/2008","Valles Lazaro, Nora","+34 XXXXXXX","+34 XXXXXXX","nora@mailintaor.com","Vera Fuentes, Jaume","+34 XXXXZZZZ","+34 XXXXLLL","jaume@mailintaor.com","c/ de l'aviador Jaume Vera Fuentes","L'Armentera","Albanyà","oriol@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2B","73360168B","67615","Pare","71794588P","c/ de l'aviador Jaume Vera Fuentes","L'Armentera","Albanyà","65659","Mare","75901309A","c/ de l'aviador Jaume Vera Fuentes","L'Armentera","Albanyà","55550"
"1","45664525817","Lorenzo Garcia, Pol","06/04/2012","Sancho Sala, Laura","+34 XXXXXXX","+34 XXXXXXX","laura@mailintaor.com","Carbonell Campos, Aya","+34 XXXXZZZZ","+34 XXXXLLL","aya@mailintaor.com","c/ de l'aviador Aya Carbonell Campos","L'Armentera","Albanyà","pol@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2B","79800450W","96088","Pare","72351495P","c/ de l'aviador Aya Carbonell Campos","L'Armentera","Albanyà","08567","Mare","71711640T","c/ de l'aviador Aya Carbonell Campos","L'Armentera","Albanyà","56559"
"1","92458515155","Castro Plaza, Guillem","30/01/2007","Salas Arenas, Alan","+34 XXXXXXX","+34 XXXXXXX","alan@mailintaor.com","Villanueva Lopez, Marc","+34 XXXXZZZZ","+34 XXXXLLL","marc@mailintaor.com","c/ de l'aviador Marc Villanueva Lopez","L'Armentera","Albanyà","guillem@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2B","72661681R","10617","Pare","71093870A","c/ de l'aviador Marc Villanueva Lopez","L'Armentera","Albanyà","90897","Pare","78480258N","c/ de l'aviador Marc Villanueva Lopez","L'Armentera","Albanyà","95546"
"1","86264582568","Espinosa Royo, Marcos","22/07/2012","Font Jurado, Gabriel","+34 XXXXXXX","+34 XXXXXXX","gabriel@mailintaor.com","Palacios Alba, Alexandra","+34 XXXXZZZZ","+34 XXXXLLL","alexandra@mailintaor.com","c/ de l'aviador Alexandra Palacios Alba","L'Armentera","Albanyà","marcos@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2B","77655495P","95454","Mare","75335466B","c/ de l'aviador Alexandra Palacios Alba","L'Armentera","Albanyà","94815","Pare","77905358B","c/ de l'aviador Alexandra Palacios Alba","L'Armentera","Albanyà","90075"
"1","68584888428","Piñol Acosta, Erik","30/10/2011","Busquets Luna, Judit","+34 XXXXXXX","+34 XXXXXXX","judit@mailintaor.com","Sola Royo, Mireia","+34 XXXXZZZZ","+34 XXXXLLL","mireia@mailintaor.com","c/ de l'aviador Mireia Sola Royo","L'Armentera","Albanyà","erik@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2B","73813366A","80086","Mare","78019295A","c/ de l'aviador Mireia Sola Royo","L'Armentera","Albanyà","97545","Pare","74646824M","c/ de l'aviador Mireia Sola Royo","L'Armentera","Albanyà","75313"
"1","46686559187","Rivera Bosch, Antonio","26/01/2008","Ortiz Royo, Marta","+34 XXXXXXX","+34 XXXXXXX","marta@mailintaor.com","Lopez Soriano, Elsa","+34 XXXXZZZZ","+34 XXXXLLL","elsa@mailintaor.com","c/ de l'aviador Elsa Lopez Soriano","L'Armentera","Albanyà","antonio@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2B","70198402R","89402","Pare","79320471D","c/ de l'aviador Elsa Lopez Soriano","L'Armentera","Albanyà","62065","Pare","70647670W","c/ de l'aviador Elsa Lopez Soriano","L'Armentera","Albanyà","06152"
